id,modele_machine,annee_fabrication,fiabilite_modele,age_machine_ans,phase_vie,indice_usure,heures_par_jour,temps_total_fonctionnement_h,mode_fonctionnement,cadence_moyenne_unit_h,taux_utilisation_pct,charge_machine,type_maintenance,frequence_maintenance,nombre_maintenances,date_derniere_maintenance,jours_depuis_maintenance,intervalle_entre_maintenances_j,nombre_total_pannes,frequence_pannes_par_an,duree_moyenne_panne_h,nombre_interventions_techniques,nombre_pannes_repetees,type_panne_recurrente,intervalle_entre_pannes_j,cause_identifiee,panne
1919,MOTOR-K1,2020,Elevée,3,Nouvelle,14.87,8.1,9248,Continu,86.9,100.0,Normale,Corrective,Hebdomadaire,8.0,2023-07-16,169.0,9.0,3,1.0,6.13,6,0,Électrique,115,Non,0
1920,CONV-3A,1995,Faible,28,Ancienne,95.65,8.7,89331,Continu,78.6,100.0,Normale,,Mensuelle,42.0,2023-11-04,59.0,134.0,26,0.93,0.5,27,22,Électrique,181,Oui,1
1921,DRILL-Z6,2021,Elevée,2,Nouvelle,5.52,17.4,12467,Intermittent,88.3,75.4,Surcharge,Corrective,Mensuelle,4.0,2023-11-26,36.0,89.0,1,0.5,3.67,1,0,Mécanique,244,,0
1922,MOTOR-K1,1998,Faible,25,Ancienne,90.17,10.1,91724,Continu,71.6,70.6,Surcharge,Préventive,Hebdomadaire,47.0,2023-12-31,1.0,122.0,23,,3.57,24,19,Électrique,189,Non,1
1923,CNC-2000,1998,Moyenne,25,Ancienne,79.95,12.7,116013,Intermittent,99.9,,Surcharge,Mixte,Mensuelle,43.0,2023-06-07,208.0,79.0,25,1.0,4.27,29,24,Aucune,207,Oui,1
1924,LATHE-9,2003,Elevée,20,Ancienne,64.56,10.6,77181,Continu,69.6,67.5,Surcharge,Mixte,Mensuelle,28.0,2023-08-01,153.0,72.0,16,0.8,9.39,21,13,Aucune,76,Oui,0
1925,DRILL-Z6,2002,Elevée,21,Ancienne,,13.8,105363,Intermittent,73.9,65.5,Normale,Préventive,Mensuelle,37.0,2023-12-17,15.0,134.0,8,0.38,4.95,12,8,Thermique,100,Oui,0
1926,PUMP-V7,1996,Elevée,27,Ancienne,85.52,12.0,117733,Intermittent,63.9,77.8,Surcharge,Mixte,Mensuelle,43.0,2023-12-08,24.0,63.0,22,0.81,5.08,22,18,Mécanique,24,,1
1927,PUMP-V7,2017,Moyenne,6,Normale,,12.8,27832,Continu,81.2,82.5,Normale,Préventive,Annuelle,10.0,2023-11-19,44.0,65.0,5,0.83,2.71,8,3,Aucune,262,Oui,0
1928,COMP-T2,2000,Elevée,23,Ancienne,70.56,15.9,133537,Continu,89.7,76.6,Surcharge,Corrective,Trimestrielle,24.0,2023-10-23,71.0,97.0,20,,1.15,22,17,Aucune,196,Oui,0
1929,PRESS-X5,2017,Moyenne,6,Normale,22.72,13.3,29218,Continu,104.8,,Normale,Corrective,Trimestrielle,8.0,2023-11-05,57.0,71.0,5,0.83,13.74,8,4,Mécanique,114,Non,0
1930,PUMP-V7,2005,Moyenne,18,Ancienne,67.06,9.8,64192,Continu,79.1,67.4,Surcharge,Mixte,Trimestrielle,23.0,2023-08-23,131.0,107.0,10,0.56,2.09,11,10,Mécanique,153,Non,0
1931,PRESS-X5,1998,Faible,25,Ancienne,86.03,12.9,117955,Intermittent,76.6,63.8,Sous-charge,Préventive,Mensuelle,48.0,2023-04-03,273.0,51.0,10,0.4,5.81,11,8,Mécanique,157,Oui,1
1932,CNC-2000,2008,Faible,15,Normale,49.16,19.3,105511,Continu,40.0,63.7,Surcharge,Préventive,Annuelle,,2023-11-15,48.0,101.0,10,0.67,7.94,13,9,Électrique,213,Oui,0
1933,DRILL-Z6,2015,Elevée,8,Normale,29.16,13.7,39914,Continu,83.3,84.3,Normale,Corrective,Mensuelle,10.0,2023-12-23,10.0,45.0,9,1.12,5.64,13,6,Mécanique,269,Non,0
1934,CONV-3A,2016,Moyenne,7,Normale,24.51,12.5,31707,Continu,80.4,76.0,Sous-charge,Corrective,Mensuelle,13.0,2023-06-14,202.0,113.0,6,,0.5,9,5,,260,Non,0
1935,COMP-T2,2003,Faible,20,,75.02,7.9,57474,Continu,80.2,77.4,Normale,Mixte,Annuelle,29.0,2023-07-18,167.0,47.0,21,1.05,5.89,25,20,Hydraulique,141,Oui,0
1936,LATHE-9,1996,Faible,27,Ancienne,81.36,,139773,Intermittent,102.6,79.1,Normale,Préventive,Mensuelle,39.0,2023-06-24,191.0,44.0,18,0.67,0.59,20,17,Thermique,97,Oui,1
1937,ROBOT-M3,2021,Elevée,2,Nouvelle,2.41,14.6,10394,Continu,88.2,74.3,Normale,Corrective,Mensuelle,5.0,2023-11-10,53.0,119.0,2,1.0,1.85,5,2,Thermique,113,Oui,0
1938,PRESS-X5,2019,Elevée,4,Normale,16.81,12.9,18672,Continu,73.8,76.3,Normale,Corrective,Mensuelle,,2023-11-26,37.0,122.0,2,0.5,2.65,3,2,Électrique,209,Oui,0
1939,LATHE-9,2020,Elevée,3,Nouvelle,,12.3,13329,Continu,66.4,90.5,Normale,Corrective,Mensuelle,3.0,2023-04-10,267.0,93.0,5,1.67,3.2,9,1,Électrique,302,Non,0
1940,COMP-T2,1995,Elevée,28,,100.0,20.5,209265,Continu,62.6,84.3,Normale,Mixte,Trimestrielle,34.0,2023-09-14,110.0,72.0,25,0.89,3.69,28,22,Électrique,256,Non,1
1941,COMP-T2,1998,Elevée,25,Ancienne,88.81,14.6,132753,Continu,73.3,72.9,Normale,Préventive,Annuelle,34.0,2023-11-22,41.0,51.0,17,0.68,1.06,21,15,Mécanique,48,Non,0
1942,PUMP-V7,2006,Moyenne,17,Ancienne,58.83,15.7,97722,Intermittent,85.6,69.3,Normale,Préventive,Annuelle,16.0,2023-12-21,11.0,95.0,15,0.88,4.71,20,12,Hydraulique,72,Oui,0
1943,LATHE-9,1999,Moyenne,24,Ancienne,82.49,12.2,107085,Intermittent,48.4,87.3,Sous-charge,Corrective,Hebdomadaire,24.0,2023-12-04,28.0,103.0,12,0.5,2.32,16,10,Thermique,281,Non,0
1944,MOTOR-K1,2003,Moyenne,20,Ancienne,81.63,11.6,84772,Intermittent,78.0,79.0,Normale,Corrective,Annuelle,32.0,2023-12-25,7.0,52.0,9,0.45,1.69,9,8,Mécanique,140,Oui,0
1945,WELDR-E4,2016,Moyenne,7,Normale,32.17,13.9,35548,Continu,92.0,71.3,Normale,Corrective,Trimestrielle,14.0,2023-08-14,140.0,103.0,6,0.86,4.86,7,0,Mécanique,136,Oui,0
1946,COMP-T2,1998,Elevée,25,,,11.6,105738,Intermittent,64.5,59.5,Normale,Corrective,Trimestrielle,37.0,2023-12-22,10.0,142.0,21,0.84,13.81,26,21,Électrique,123,Non,0
1947,PRESS-X5,2010,Faible,13,Normale,45.89,11.8,55806,Continu,77.3,95.3,Sous-charge,Préventive,Trimestrielle,21.0,2023-12-29,4.0,85.0,13,1.0,2.64,16,10,Électrique,274,,0
1948,ROBOT-M3,1996,Faible,27,Ancienne,97.19,13.4,131983,Continu,65.1,61.5,Surcharge,Préventive,Mensuelle,39.0,2023-12-20,12.0,101.0,19,0.7,3.32,26,18,Mécanique,168,Non,1
1949,ROBOT-M3,2010,Moyenne,13,Normale,49.63,10.5,49700,Continu,39.4,78.4,Normale,Préventive,Mensuelle,19.0,2023-06-01,215.0,82.0,9,0.69,0.95,11,5,Thermique,158,Oui,0
1950,CNC-2000,2010,Faible,13,Normale,47.59,12.7,59943,Intermittent,,96.9,Normale,Corrective,Mensuelle,21.0,2023-12-21,12.0,53.0,9,0.69,3.21,11,9,Aucune,183,Oui,0
1951,CNC-2000,2015,Elevée,8,Normale,24.24,12.2,35526,Continu,64.0,70.9,Normale,,Trimestrielle,12.0,2023-11-25,38.0,92.0,4,0.5,0.82,7,0,Aucune,258,Oui,0
1952,PUMP-V7,2018,Moyenne,5,Normale,26.42,14.9,26940,Continu,91.6,74.5,Surcharge,Préventive,Mensuelle,,2023-11-21,,101.0,5,1.0,1.72,7,4,Thermique,241,Oui,0
1953,MOTOR-K1,2018,Elevée,5,Normale,18.73,10.2,18587,Intermittent,87.2,85.2,Sous-charge,Préventive,Annuelle,13.0,2023-12-28,4.0,81.0,2,,4.69,4,0,Électrique,238,Non,0
1954,PUMP-V7,2016,Elevée,7,,34.57,6.0,15347,Intermittent,64.4,60.7,Normale,Mixte,Hebdomadaire,12.0,2023-10-15,79.0,69.0,7,1.0,13.77,11,6,Mécanique,193,Oui,0
1955,ROBOT-M3,2005,Elevée,18,Ancienne,63.94,11.1,72956,Intermittent,99.4,55.0,Normale,Préventive,Hebdomadaire,22.0,2023-02-09,327.0,99.0,13,0.72,1.76,16,13,Électrique,225,Oui,0
1956,CONV-3A,1995,Moyenne,28,Ancienne,96.77,13.2,134660,Continu,90.9,70.7,Normale,Préventive,Trimestrielle,46.0,2023-10-21,72.0,120.0,21,0.75,9.38,24,20,Thermique,169,Non,1
1957,ROBOT-M3,2009,Elevée,14,,55.92,14.9,76042,Continu,76.2,76.0,Sous-charge,Corrective,Annuelle,20.0,2023-12-23,9.0,146.0,11,0.79,7.24,15,6,,178,Oui,0
1958,COMP-T2,2018,Moyenne,5,Normale,19.01,9.9,18110,Intermittent,85.0,75.8,Normale,Préventive,Trimestrielle,7.0,2024-01-01,1.0,97.0,0,0.0,3.15,3,0,Électrique,221,Non,0
1959,LATHE-9,1998,Elevée,25,Ancienne,88.17,13.6,124230,Continu,65.8,92.0,Sous-charge,Mixte,Hebdomadaire,41.0,2023-11-17,46.0,116.0,20,0.8,0.5,24,18,Mécanique,107,Non,0
1960,LATHE-9,2012,Faible,11,Normale,32.5,15.4,62021,Continu,43.1,63.6,Normale,Corrective,Hebdomadaire,23.0,2023-11-05,58.0,62.0,10,0.91,,18,7,Hydraulique,224,Non,0
1961,COMP-T2,2011,Moyenne,12,Normale,45.3,14.3,62679,Continu,81.4,73.3,Surcharge,Préventive,Hebdomadaire,11.0,2023-10-09,85.0,140.0,8,0.67,5.2,13,7,Hydraulique,184,Oui,0
1962,COMP-T2,2001,Elevée,22,Ancienne,74.53,9.6,77092,Intermittent,59.5,93.1,Normale,Préventive,Trimestrielle,36.0,2023-09-16,108.0,90.0,19,0.86,1.52,21,17,,199,Non,0
1963,ROBOT-M3,2012,Elevée,11,Normale,36.26,10.0,39859,Continu,,71.7,Normale,Préventive,Mensuelle,25.0,2023-11-07,,148.0,14,1.27,7.47,19,8,Thermique,235,Oui,0
1964,LATHE-9,1800,Faible,123,,100.0,13.3,597593,Intermittent,86.2,98.8,Normale,Préventive,Mensuelle,,2023-11-13,50.0,95.0,88,0.72,1.46,89,84,Thermique,161,Oui,1
1965,LATHE-9,2014,Elevée,9,,33.7,16.9,55502,Continu,50.8,72.2,Normale,Mixte,Annuelle,10.0,2023-12-07,26.0,,6,0.67,1.99,9,5,Électrique,203,Oui,0
1966,DRILL-Z6,2014,Moyenne,9,Normale,23.82,12.0,39583,Continu,83.1,66.7,Normale,Préventive,Trimestrielle,5.0,2023-11-25,37.0,80.0,7,0.78,12.88,13,7,Mécanique,248,Non,0
1967,LATHE-9,2004,Moyenne,19,Ancienne,65.45,,79849,Continu,92.4,74.5,Surcharge,Préventive,Annuelle,33.0,2023-12-27,,128.0,16,,5.2,21,13,,183,Oui,0
1968,COMP-T2,1995,Elevée,28,Ancienne,100.0,7.9,80779,Continu,48.8,78.1,Normale,Préventive,Mensuelle,37.0,2023-12-20,12.0,78.0,27,0.96,0.59,30,25,Mécanique,183,Oui,1
1969,CNC-2000,1996,Elevée,27,,,10.9,107568,Continu,90.6,70.1,Surcharge,Corrective,Trimestrielle,44.0,2023-08-30,125.0,85.0,23,0.85,4.59,24,18,Aucune,255,Non,1
1970,MOTOR-K1,2011,Moyenne,12,Normale,42.86,9.9,43204,Intermittent,108.5,79.8,Surcharge,Mixte,Hebdomadaire,22.0,2023-12-21,12.0,32.0,13,1.08,3.55,14,11,Aucune,219,Oui,0
1971,CONV-3A,2016,Elevée,7,Normale,21.34,12.1,30870,Intermittent,76.2,73.2,Normale,Préventive,Trimestrielle,12.0,2023-11-13,49.0,134.0,6,0.86,7.76,10,4,Électrique,180,Non,0
1972,COMP-T2,1997,Elevée,26,Ancienne,88.98,7.5,71080,Intermittent,91.1,90.2,Surcharge,Préventive,Mensuelle,47.0,2023-11-03,59.0,81.0,17,0.65,1.2,17,17,Mécanique,217,Oui,1
1973,LATHE-9,2011,Elevée,12,Normale,50.28,11.0,48189,Continu,64.9,81.1,Normale,Corrective,Hebdomadaire,12.0,2024-01-01,0.0,118.0,5,0.42,3.98,8,3,Mécanique,143,Oui,0
1974,PRESS-X5,2006,Elevée,17,Ancienne,51.25,9.0,55679,Continu,93.8,75.1,Normale,,Hebdomadaire,23.0,2023-08-27,127.0,135.0,14,0.82,1.09,16,12,Électrique,201,Oui,0
1975,ROBOT-M3,2018,Elevée,5,Normale,21.33,14.8,27358,Intermittent,87.7,71.2,Normale,Préventive,Annuelle,5.0,2023-10-28,65.0,61.0,2,0.4,7.27,6,2,Électrique,179,Oui,0
1976,ROBOT-M3,2006,,17,Ancienne,57.11,9.4,58532,Continu,83.3,84.6,Normale,Préventive,Trimestrielle,28.0,2023-12-28,5.0,91.0,11,0.65,3.03,13,8,Mécanique,152,Oui,0
1977,MOTOR-K1,2014,Moyenne,9,Normale,28.86,10.3,33766,Intermittent,82.4,,Surcharge,Corrective,Trimestrielle,14.0,2023-11-09,53.0,60.0,7,0.78,7.68,7,5,Mécanique,153,Oui,0
1978,COMP-T2,2004,Moyenne,19,Ancienne,60.94,12.8,89216,Intermittent,85.9,69.6,Surcharge,Corrective,Hebdomadaire,29.0,2023-12-27,5.0,98.0,13,0.68,3.3,16,12,Thermique,167,Non,0
1979,MOTOR-K1,2001,Elevée,22,Ancienne,80.77,10.6,85475,Continu,79.0,66.3,Normale,Corrective,Trimestrielle,27.0,2023-08-18,137.0,99.0,7,0.32,13.54,11,6,Électrique,205,Oui,0
1980,CNC-2000,2004,Elevée,19,Ancienne,65.54,19.1,132161,Continu,65.4,83.4,Normale,Préventive,Hebdomadaire,22.0,2023-07-08,177.0,62.0,12,0.63,0.91,16,11,Électrique,95,Non,0
1981,WELDR-E4,2012,Faible,11,Normale,36.91,14.8,59437,Intermittent,77.8,69.3,Normale,Mixte,Mensuelle,18.0,2023-10-08,85.0,73.0,9,,2.11,12,8,Hydraulique,159,Oui,0
1982,PUMP-V7,2016,Moyenne,7,Normale,25.05,12.1,30630,Continu,79.3,71.4,Normale,,Mensuelle,19.0,2023-05-14,232.0,98.0,4,0.57,2.9,8,3,Électrique,86,Non,0
1983,PRESS-X5,2000,Elevée,23,Ancienne,79.65,13.1,110376,Intermittent,62.4,81.6,Sous-charge,Corrective,Mensuelle,,2023-09-12,112.0,63.0,15,0.65,7.36,16,12,Électrique,193,,1
1984,PUMP-V7,2001,Elevée,22,Ancienne,67.0,4.9,39666,Intermittent,78.3,87.9,Normale,Préventive,Hebdomadaire,27.0,2023-08-18,137.0,,17,0.77,0.5,21,14,Électrique,186,Oui,0
1985,WELDR-E4,2022,Moyenne,1,Nouvelle,1.05,15.7,5541,Intermittent,79.1,82.1,Normale,Corrective,Annuelle,0.0,2023-11-19,43.0,96.0,1,1.0,4.79,3,0,Hydraulique,181,Oui,0
1986,PRESS-X5,2011,Faible,12,Normale,46.48,13.5,59208,Intermittent,72.2,85.2,Sous-charge,Corrective,Hebdomadaire,22.0,2023-12-30,3.0,70.0,13,1.08,0.5,16,12,Mécanique,246,Non,0
1987,PUMP-V7,2006,Elevée,17,Ancienne,51.97,11.8,73250,Intermittent,85.3,83.5,Surcharge,,Trimestrielle,27.0,2023-12-09,23.0,64.0,9,0.53,1.47,12,6,Électrique,106,Oui,0
1988,PRESS-X5,2011,Moyenne,12,Normale,36.55,13.7,59777,Intermittent,88.8,,Normale,Préventive,Trimestrielle,11.0,2023-10-08,85.0,117.0,11,,2.77,13,9,Mécanique,192,Oui,0
1989,MOTOR-K1,2012,Moyenne,11,Normale,36.37,14.1,57009,Continu,70.0,79.7,Surcharge,Préventive,Mensuelle,17.0,2023-12-23,9.0,100.0,3,0.27,5.02,6,0,,162,Oui,0
1990,CONV-3A,2008,Faible,15,Normale,48.87,10.8,58570,Intermittent,82.2,96.9,Normale,Préventive,Mensuelle,23.0,2023-10-18,75.0,11.0,11,0.73,0.65,16,10,Aucune,242,Oui,0
1991,DRILL-Z6,2005,Faible,18,Ancienne,62.86,13.1,86518,Continu,93.6,72.6,Sous-charge,Corrective,Hebdomadaire,,2023-05-11,235.0,100.0,14,0.78,0.73,17,13,Mécanique,200,Oui,0
1992,PRESS-X5,1996,Elevée,27,Ancienne,89.03,15.1,149168,Continu,64.8,61.9,Surcharge,,Mensuelle,29.0,2023-10-08,85.0,117.0,18,0.67,4.04,20,17,Mécanique,145,Oui,1
1993,WELDR-E4,2015,Moyenne,8,Normale,26.06,13.4,38863,Intermittent,55.1,44.7,Sous-charge,Mixte,Mensuelle,9.0,2023-06-02,213.0,78.0,8,1.0,0.5,15,7,Mécanique,199,Oui,0
1994,MOTOR-K1,1995,Moyenne,28,Ancienne,97.76,11.2,115003,Intermittent,65.9,98.2,Sous-charge,Mixte,Hebdomadaire,36.0,2023-12-05,28.0,106.0,19,0.68,1.65,21,15,Électrique,187,,1
1995,DRILL-Z6,2005,Moyenne,18,Ancienne,66.24,12.9,84596,Continu,87.9,98.8,Normale,Préventive,Mensuelle,,2023-12-29,3.0,149.0,18,1.0,2.38,19,13,Mécanique,221,Oui,0
1996,MOTOR-K1,1996,Faible,27,Ancienne,100.0,16.1,159444,Continu,73.1,63.1,Surcharge,Préventive,Annuelle,53.0,2023-06-19,196.0,97.0,27,1.0,2.94,28,21,,147,Oui,1
1997,CNC-2000,2010,Faible,13,Normale,44.19,14.4,67820,Continu,61.4,90.4,Normale,Corrective,Trimestrielle,19.0,2023-02-17,,72.0,9,0.69,0.52,13,6,Thermique,69,Oui,0
1998,LATHE-9,2016,Elevée,7,Normale,33.94,8.5,21858,Continu,,87.4,Normale,Mixte,Hebdomadaire,11.0,2023-09-28,95.0,75.0,7,1.0,2.22,12,4,Mécanique,127,,0
1999,ROBOT-M3,1997,Elevée,26,Ancienne,90.08,13.8,130528,Continu,62.3,82.7,Normale,Mixte,Trimestrielle,46.0,2023-09-10,113.0,59.0,25,0.96,0.59,28,22,Électrique,194,,1
2000,CNC-2000,2014,Moyenne,9,Normale,35.64,13.4,43955,Continu,77.4,81.0,Normale,Préventive,Mensuelle,15.0,2023-09-20,104.0,104.0,6,0.67,2.76,8,6,Électrique,230,Oui,0
2001,WELDR-E4,1995,Elevée,28,Ancienne,100.0,15.5,158435,Intermittent,91.0,66.1,Surcharge,Corrective,Annuelle,43.0,2023-04-19,258.0,53.0,18,0.64,4.06,21,18,Électrique,103,Oui,1
2002,COMP-T2,2015,Elevée,8,Normale,28.7,12.1,34981,Continu,90.1,76.6,Normale,Corrective,Annuelle,,2023-12-31,1.0,113.0,4,0.5,6.15,6,1,,227,Oui,0
2003,COMP-T2,2014,Elevée,9,Normale,24.63,10.9,35827,Continu,86.3,,Surcharge,Mixte,Trimestrielle,,2023-12-23,9.0,142.0,6,0.67,2.31,12,3,Mécanique,282,Non,0
2004,ROBOT-M3,2002,Faible,21,Ancienne,73.95,7.9,60737,Intermittent,70.0,,Surcharge,Corrective,Hebdomadaire,37.0,2023-11-14,48.0,30.0,16,0.76,10.61,20,13,Thermique,266,,0
2005,MOTOR-K1,2013,Elevée,10,Normale,31.94,9.9,36287,Intermittent,88.4,74.3,Sous-charge,,Hebdomadaire,16.0,2023-09-06,117.0,46.0,8,0.8,1.29,10,6,Mécanique,215,Oui,0
2006,CONV-3A,2020,Moyenne,3,Nouvelle,9.13,15.6,17034,Continu,80.2,90.6,Normale,Mixte,Trimestrielle,5.0,2023-11-04,58.0,67.0,3,1.0,6.7,4,1,Électrique,55,Non,0
2007,WELDR-E4,1995,Elevée,28,Ancienne,100.0,12.6,128427,Continu,,87.2,Surcharge,Corrective,Trimestrielle,46.0,2023-04-24,253.0,52.0,27,0.96,1.51,29,26,Mécanique,207,Non,1
2008,ROBOT-M3,2020,Elevée,3,,4.39,11.7,12914,Intermittent,100.6,85.5,Sous-charge,Mixte,Mensuelle,7.0,2023-12-23,9.0,122.0,2,0.67,,6,2,Électrique,195,Oui,0
2009,DRILL-Z6,1999,Elevée,24,Ancienne,,15.9,139544,Continu,62.1,86.2,Normale,Préventive,Hebdomadaire,,2023-08-29,126.0,71.0,24,,2.16,26,19,Thermique,182,Oui,1
2010,DRILL-Z6,1995,Elevée,28,Ancienne,93.61,15.3,156180,Intermittent,85.8,77.8,Surcharge,Préventive,Mensuelle,51.0,2023-12-29,3.0,,30,1.07,0.5,34,29,Aucune,348,,1
2011,COMP-T2,2005,Faible,18,Ancienne,61.46,9.8,64570,Continu,82.1,89.0,Normale,Corrective,Annuelle,31.0,2023-11-05,58.0,,11,0.61,1.03,15,11,Thermique,124,Oui,0
2012,LATHE-9,2015,Faible,8,Normale,31.72,15.6,45747,Continu,94.2,60.6,Surcharge,Préventive,Trimestrielle,9.0,2023-07-25,160.0,87.0,11,1.38,2.21,13,6,Électrique,175,Non,0
2013,MOTOR-K1,2003,Moyenne,20,Ancienne,71.59,7.0,51198,Intermittent,106.7,75.8,Normale,Corrective,Mensuelle,26.0,2023-07-14,171.0,99.0,16,0.8,0.5,18,14,Hydraulique,191,Oui,0
2014,COMP-T2,1999,Elevée,24,Ancienne,82.87,13.4,117215,Continu,106.2,83.5,Surcharge,,Hebdomadaire,25.0,2023-11-06,56.0,74.0,21,0.88,0.83,28,19,Électrique,108,Oui,1
2015,CONV-3A,1996,,27,Ancienne,91.25,13.0,128524,Continu,92.5,81.5,Normale,,Mensuelle,52.0,2023-06-27,189.0,102.0,26,0.96,1.39,28,25,Électrique,209,Oui,1
2016,ROBOT-M3,2007,Elevée,16,Ancienne,57.58,15.4,89908,Intermittent,71.0,79.5,Surcharge,Mixte,Mensuelle,21.0,2023-12-25,7.0,40.0,16,1.0,1.74,18,12,Hydraulique,144,Oui,0
2017,PRESS-X5,2012,Elevée,11,Normale,47.04,13.1,52900,Intermittent,73.7,86.1,Normale,Corrective,Trimestrielle,22.0,2023-10-17,77.0,39.0,12,1.09,2.0,18,9,Mécanique,184,Oui,0
2018,CONV-3A,2020,Moyenne,3,Nouvelle,5.99,11.3,12588,Continu,90.8,92.3,Normale,Corrective,Mensuelle,1.0,2023-08-14,140.0,103.0,7,2.33,0.5,11,5,Électrique,166,Oui,0
2019,PRESS-X5,2019,Moyenne,4,Normale,23.56,11.5,16785,Continu,60.7,62.2,Normale,Préventive,Mensuelle,-1.0,2023-12-20,13.0,67.0,3,0.75,8.75,5,1,Mécanique,191,Oui,0
2020,MOTOR-K1,2006,Elevée,17,Ancienne,65.5,20.1,124758,Intermittent,76.5,78.6,Sous-charge,Préventive,Mensuelle,18.0,2023-07-21,165.0,113.0,14,0.82,2.18,19,12,,217,Oui,0
2021,ROBOT-M3,2100,Elevée,0,Nouvelle,6.85,12.2,0,Continu,68.9,66.3,Normale,Préventive,Mensuelle,0.0,2022-08-15,505.0,88.0,1,2.0,1.15,3,1,Thermique,80,Oui,0
2022,DRILL-Z6,1999,Faible,24,,85.54,13.8,120819,Intermittent,62.3,87.8,Normale,Mixte,Trimestrielle,38.0,2023-12-14,18.0,114.0,17,0.71,0.5,21,12,Mécanique,206,Non,0
2023,DRILL-Z6,2021,Elevée,2,Nouvelle,12.86,5.9,4279,Intermittent,83.7,83.7,Normale,Corrective,Trimestrielle,1.0,2022-12-28,370.0,97.0,0,0.0,1.29,3,0,Mécanique,178,Non,0
2024,CNC-2000,2018,Faible,5,Normale,12.46,9.5,17462,Continu,91.8,63.4,Normale,Mixte,Annuelle,8.0,2023-12-08,24.0,93.0,3,0.6,0.62,7,1,Mécanique,66,Oui,0
2025,DRILL-Z6,2004,,19,Ancienne,63.16,13.6,93992,Continu,89.0,74.9,Normale,Corrective,Annuelle,31.0,2023-12-25,8.0,122.0,15,0.79,0.5,17,13,Électrique,184,Oui,0
2026,WELDR-E4,2014,Moyenne,9,Normale,35.33,7.2,23174,Continu,81.8,255.9,Sous-charge,Préventive,Trimestrielle,,2023-12-09,23.0,120.0,4,0.44,0.5,6,4,Électrique,103,Oui,0
2027,CNC-2000,1996,Elevée,27,Ancienne,95.98,,134359,Intermittent,74.7,86.4,Normale,Mixte,Trimestrielle,44.0,2023-10-03,91.0,102.0,18,0.67,10.17,20,18,Thermique,253,Non,1
2028,CNC-2000,1998,Moyenne,25,Ancienne,86.76,9.8,90038,Continu,72.1,68.6,Sous-charge,Corrective,Mensuelle,37.0,2023-04-22,254.0,81.0,28,1.12,0.55,31,26,Mécanique,151,Non,1
2029,DRILL-Z6,2006,Elevée,17,Ancienne,46.99,8.9,55328,Intermittent,93.1,61.4,Normale,Préventive,Annuelle,26.0,2023-11-04,58.0,115.0,8,0.47,4.65,9,7,Thermique,129,Oui,0
2030,COMP-T2,2005,Elevée,18,Ancienne,60.82,9.8,64055,Continu,72.3,137.3,Normale,Mixte,Annuelle,27.0,2023-11-19,43.0,,11,0.61,8.28,13,10,Mécanique,195,Non,0
2031,LATHE-9,1998,Moyenne,25,Ancienne,81.63,16.6,151558,Continu,71.9,82.0,Surcharge,Mixte,Hebdomadaire,,2023-11-28,35.0,53.0,35,1.4,2.66,38,33,Mécanique,114,Non,0
2032,LATHE-9,2005,Elevée,18,Ancienne,65.47,13.0,85181,Continu,86.2,,Normale,,Mensuelle,23.0,2023-11-29,,60.0,16,0.89,0.96,18,13,Aucune,92,Oui,0
2033,WELDR-E4,2003,Elevée,20,Ancienne,69.04,9.3,67840,Continu,65.3,69.1,Normale,Mixte,Mensuelle,35.0,2023-09-25,98.0,96.0,7,0.35,1.04,8,6,Thermique,403,Non,0
2034,PUMP-V7,2004,Moyenne,19,Ancienne,63.36,14.3,99609,Intermittent,81.3,73.7,Normale,Préventive,Mensuelle,36.0,2023-12-31,1.0,108.0,20,1.05,,23,20,Électrique,140,Non,0
2035,COMP-T2,2021,Moyenne,2,Nouvelle,20.21,14.5,10597,Continu,72.1,71.5,Normale,Mixte,Mensuelle,,2023-07-16,170.0,87.0,1,0.5,4.46,6,0,Mécanique,148,Non,0
2036,PUMP-V7,2000,Elevée,23,Ancienne,85.69,10.9,90937,Continu,69.9,63.8,Normale,Mixte,Mensuelle,31.0,2023-11-24,38.0,64.0,21,0.91,31.29,24,18,Thermique,135,Non,0
2037,PRESS-X5,2009,Elevée,14,Normale,54.28,14.9,75881,Continu,76.3,52.6,Normale,Mixte,Trimestrielle,25.0,2023-07-31,154.0,84.0,6,0.43,12.53,10,3,Mécanique,178,Oui,0
2038,COMP-T2,2004,Elevée,19,Ancienne,77.51,15.0,104291,Continu,91.3,74.9,Normale,Corrective,Annuelle,29.0,2023-09-06,118.0,120.0,11,0.58,0.5,15,7,Mécanique,302,Oui,0
2039,ROBOT-M3,2016,Elevée,7,Normale,28.51,14.6,36958,Intermittent,,82.0,Sous-charge,Préventive,Trimestrielle,,2023-11-04,58.0,125.0,6,0.86,2.36,6,5,Électrique,245,Oui,0
2040,PUMP-V7,2015,Moyenne,8,Normale,24.15,10.0,29022,Intermittent,84.4,,Surcharge,Préventive,Mensuelle,18.0,2023-10-05,88.0,109.0,6,0.75,2.51,11,3,Thermique,217,Non,0
2041,WELDR-E4,2000,Moyenne,23,Ancienne,76.06,8.5,71148,Continu,91.4,99.6,Normale,Mixte,Trimestrielle,26.0,2023-10-17,76.0,130.0,19,0.83,4.2,24,18,Électrique,223,Oui,0
